排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
1181,2029,盛餘,20.6,2025,133,-3.07,13.7,4.0,2.39,-58.9,10.3,0.7,1.9,-2.41,0.74,-1.07,2.47,-3.34,2.21,-3.05,57
1182,3540,曜越,27.1,2025,51.4,29.1,16.2,35.9,0.54,155.0,31.4,1.57,0.91,4.21,0.74,2.09,2.66,9.99,0.85,3.53,38
1183,4720,德淵,22.1,2025,35.9,-2.31,8.28,-5.51,0.85,-47.1,23.0,-0.78,2.38,-2.12,0.74,-0.76,4.78,-5.33,2.57,-2.78,47
1184,6155,鈞寶,50.6,2025,6.32,10.9,1.54,18.3,0.65,-23.6,24.4,1.53,10.3,-4.63,0.74,-0.23,3.94,-1.35,2.89,-0.87,53
1185,4401,東隆興,14.8,2025,39,-0.68,3.2,-5.71,0.89,-31.3,8.22,-0.44,2.78,-0.61,0.73,-0.33,3.94,-0.97,1.9,-0.38,40
1186,5210,寶碩,22.1,2025,2.78,9.95,2.05,19.2,0.6,208.0,73.7,5.73,21.6,43.7,0.73,1.56,7.8,17.5,6.97,14.6,72
1187,6418,詠昇,28.9,2025,7.82,-1.53,1.61,0.43,0.25,-34.0,20.6,0.4,3.22,-1.58,0.73,-0.37,4.9,-2.52,2.54,-1.24,49
1188,8423,保綠-KY,18.3,2025,3.77,1.95,1.04,5.7,0.3,30.4,27.6,0.98,8.08,1.76,0.73,0.11,4.98,0.21,3.36,0.41,52
1189,2380,虹光,5.3,2025,28.9,13.6,8.84,174.0,0.43,110.0,30.5,17.9,1.49,18.2,0.72,2.66,9.18,81.6,1.98,21.6,45
1190,5381,光譜,25.3,2025,22,-5.88,5.58,8.2,1.74,-13.1,25.4,3.31,8.76,-0.37,0.72,-0.21,8.62,-3.83,4.68,-1.63,43
1191,5471,松翰,41.2,2025,26.8,-2.51,11.1,-3.1,1.21,-32.7,41.4,-0.25,4.5,-2.02,0.72,-0.35,3.43,-1.63,3.0,-1.39,60
1192,6133,金橋,23.1,2025,14.1,17.9,3.4,35.2,0.85,10.8,24.0,3.08,5.98,-0.38,0.72,0.07,5.97,-0.53,3.77,-0.03,49
1193,1336,台翰,14.15,2025,25,-2.66,3.83,-14.4,0.55,-66.2,15.4,-2.1,2.21,-4.15,0.71,-1.39,2.89,-5.87,1.77,-3.92,47
1194,2905,三商,14.5,2025,"1,800",10.1,638,389.0,7.55,-50.2,35.5,49.0,1.01,-1.14,0.71,-0.71,3.68,-3.47,0.11,-0.11,40
1195,6126,信音,33.25,2025,39,7.41,9.24,10.8,0.9,-26.5,23.7,0.72,5.15,-1.39,0.71,-0.27,3.19,-0.74,2.02,-0.61,49
1196,6485,點序,78.5,2025,14.7,16.8,7.32,27.8,0.32,152.0,49.7,4.24,2.19,7.06,0.71,2.07,1.74,5.01,1.48,4.25,64
1197,6743,安普新,22.9,2025,55.4,-19.5,10.5,-16.7,1.05,-66.1,19.0,0.64,1.89,-2.6,0.71,-1.39,3.74,-7.27,1.13,-2.39,32
1198,1796,金穎生技,39.55,2025,6.77,29.9,1.91,97.2,0.29,228.0,28.2,9.62,4.26,8.59,0.7,1.24,3.6,6.28,2.38,4.32,48
1199,2430,燦坤,21.75,2025,177,-6.89,26.6,-6.98,0.81,-56.9,15.0,-0.01,0.46,-0.53,0.7,-0.91,1.82,-2.34,0.61,-0.74,38
1200,3285,微端,28.2,2025,6.79,-19.7,1.67,-11.2,0.3,-40.3,24.7,2.35,4.98,-1.3,0.7,-0.48,5.36,-3.07,3.8,-2.29,53
1201,6259,百徽,23.4,2025,4.57,19.4,1.06,16.7,0.18,49.5,23.3,-0.53,4.08,0.87,0.7,0.19,5.02,1.49,3.68,1.16,51
1202,8150,南茂,67.3,2025,239,5.45,25.9,-11.9,4.95,-65.1,10.8,-2.14,2.07,-4.19,0.7,-1.25,2.02,-3.67,1.09,-2.01,47
1203,1732,毛寶,26.1,2025,6.75,13.8,2.78,14.3,0.29,132.0,41.2,0.19,4.34,2.22,0.69,0.39,5.89,3.29,4.42,2.49,57
1204,2540,愛山林,54.0,2025,113,1.31,23.3,-37.5,6.44,-66.1,20.6,-12.8,5.7,-11.4,0.69,-2.38,4.49,-13.5,1.18,-3.33,36
1205,1617,榮星,15.75,2025,33.6,-0.95,2.43,-21.6,1.15,28.6,7.23,-1.9,3.3,0.97,0.68,0.13,4.75,1.15,3.12,0.86,40
1206,2008,高興昌,27.4,2025,18.2,24.7,3.05,38.3,1.3,167.0,16.8,1.66,7.15,3.81,0.68,0.42,3.57,2.18,1.62,0.98,34
1207,2367,燿華,68.5,2025,162,-12.3,24.1,-32.6,4.84,-69.5,14.9,-4.46,2.98,-5.59,0.68,-1.68,3.79,-10.3,2.01,-5.08,38
1208,2836,高雄銀,12.2,2025,50.2,14.5,,,12.8,32.9,,,25.4,3.52,0.68,0.13,4.94,0.53,0.36,0.07,52
1209,3062,建漢,30.05,2025,41.9,16.6,1.96,-36.3,2.22,8073.0,4.67,-3.88,5.3,5.22,0.68,0.67,4.96,4.91,3.34,3.3,40
1210,3308,聯德,20.7,2025,0.08,-88.4,0.04,-77.2,0.41,-31.5,46.6,22.8,519.0,431.0,0.68,-0.31,3.69,-1.74,1.85,-0.92,62
1211,4414,如興,10.85,2025,141,-5.37,27.7,10.9,1.7,126.0,19.7,2.88,1.21,0.54,0.68,0.6,3.86,1.54,1.27,0.49,34
1212,6265,方土昶,38.9,2025,9.1,62.9,1.9,440.0,0.8,226.0,20.9,14.6,8.81,4.41,0.68,0.47,5.75,3.9,5.06,3.45,53
1213,3552,同致,59.5,2025,84.6,-0.85,15.9,-11.9,0.66,-54.5,18.8,-2.37,0.78,-0.92,0.67,-0.87,1.48,-1.82,0.61,-0.74,40
1214,6224,聚鼎,61.1,2025,28.5,-2.5,8.04,-11.9,0.57,-70.1,28.2,-3.01,-0.22,-4.43,0.67,-1.56,-0.27,-4.97,-0.15,-2.97,43
1215,6762,達亞,170.5,2025,6.94,19.6,1.93,37.4,0.23,-59.0,27.7,3.61,3.38,-6.48,0.67,-1.2,1.8,-2.73,0.78,-1.06,45
1216,3164,景岳,17.95,2025,4.01,4.11,2.52,5.65,0.57,-0.09,62.7,0.91,12.0,-0.43,0.66,0.0,3.28,0.02,2.84,0.0,64
1217,4561,健椿,36.65,2025,9.27,-22.5,1.98,-46.2,0.38,-80.0,21.3,-9.38,4.14,-11.9,0.66,-2.62,2.79,-11.7,1.69,-6.4,50
1218,6174,安碁,27.5,2025,6.11,30.8,2.13,38.3,0.33,-11.2,34.8,1.88,5.41,-2.57,0.66,-0.09,5.06,-0.55,3.66,-0.72,43
1219,2484,希華,42.4,2025,24.1,10.1,4.22,-1.64,1.04,-34.5,17.5,-2.08,4.3,-2.9,0.65,-0.34,2.77,-1.27,2.27,-0.97,47
1220,2706,第一店,12.7,2025,3.77,5.91,2.95,7.72,3.26,17.2,78.2,1.32,86.4,8.34,0.65,0.09,3.21,0.44,2.78,0.38,68
1221,3564,其陽,42.65,2025,25,9.25,5.72,-3.12,0.38,-27.5,22.9,-2.93,1.54,-0.78,0.65,-0.24,2.75,-1.23,1.43,-0.64,43
1222,2352,佳世達,25.65,2025,"2,079",3.09,350,5.54,11.4,-47.2,16.8,0.39,0.67,-0.73,0.64,-0.47,2.2,-2.12,0.68,-0.75,38
1223,8045,達運光電,73.5,2025,12,-31.1,4.66,-20.7,0.61,-69.8,38.9,5.1,5.03,-6.65,0.64,-1.81,2.9,-8.35,2.24,-5.27,49
1224,2889,國票金,15.2,2025,85.9,4.6,,,23,5.73,,,33.4,-0.72,0.63,0.02,5.54,-0.16,0.67,-0.06,52
1225,1417,嘉裕,8.96,2025,4.04,-33.1,2.16,57.6,1.17,176.0,53.5,30.8,29.0,54.6,0.62,1.43,5.03,11.3,4.11,8.87,66
1226,2897,王道銀行,10.2,2025,99.7,-2.09,,,18.3,-35.9,,,31.6,-6.65,0.61,-0.39,4.99,-1.5,0.45,-0.14,57
1227,3296,勝德,21.3,2025,16,-1.66,3.38,-6.15,0.59,22.8,21.2,-1.01,3.72,0.74,0.61,0.11,4.75,0.7,2.67,0.44,49
1228,6603,富強鑫,25.45,2025,50.8,12.2,12.9,11.0,1,27.6,25.3,-0.28,2.16,0.57,0.61,0.11,4.09,1.2,1.35,0.39,36
1229,8905,裕國,40.55,2025,21,2.49,2.05,-35.5,0.7,-55.1,9.76,-5.76,3.34,-4.28,0.61,-0.74,2.55,-3.02,2.0,-2.48,43
1230,2483,百容,22.95,2025,17.6,-2.48,1.62,-30.0,0.65,70.3,9.17,-3.61,3.72,1.53,0.6,0.25,2.56,1.01,1.58,0.63,38
1231,4930,燦星網,19.2,2025,59.7,-24.9,8.64,-31.4,0.48,-77.6,14.5,-1.38,2.06,-3.34,0.6,-2.07,1.91,-4.84,1.03,-2.51,49
1232,6216,居易,25.75,2025,7.57,-35.7,3.41,-38.8,0.58,-78.8,45.0,-2.22,7.61,-15.4,0.6,-2.28,3.17,-12.0,2.9,-10.7,64
1233,1570,力肯,32.8,2025,4.93,-32.4,1.23,-39.0,0.3,-73.8,24.9,-2.68,6.14,-9.7,0.59,-1.66,2.97,-9.06,2.61,-7.82,57
1234,6877,鏵友益,157.5,2025,4.81,0.0,2.18,-5.02,0.27,-42.0,45.4,-2.4,5.72,-4.13,0.59,-0.66,3.08,-3.51,2.1,-1.9,60
1235,1410,南染,30.8,2025,1.89,-20.2,0.56,-30.9,0.36,1.5,29.5,-4.6,15.5,-0.02,0.58,0.01,2.64,-0.64,2.22,-0.54,60
1236,1533,車王電,31.25,2025,40,19.7,12,42.5,0.58,153.0,29.9,4.78,2.77,8.87,0.58,1.69,4.08,11.7,1.24,3.64,38
1237,3266,昇陽,14.15,2025,14.3,-69.4,4.61,-68.6,2.03,-70.1,32.2,0.75,14.6,-0.1,0.58,-1.35,3.25,-7.75,1.62,-3.73,45
1238,3467,台灣精材,59.3,2025,6.14,-0.57,1.2,5.55,0.18,-38.5,19.5,1.13,2.89,-1.78,0.58,-0.44,3.39,-3.05,2.27,-1.77,45
1239,4155,訊映,13.4,2025,15.6,-6.81,4.29,52.2,0.82,-12.3,27.6,10.7,6.24,-0.13,0.58,-0.08,3.78,-0.51,2.57,-0.57,45
1240,6423,億而得,97.9,2025,2.3,2.34,2.26,1.13,0.17,-38.3,98.3,-1.18,7.45,-4.91,0.58,-0.4,3.35,-3.07,2.71,-2.81,56
1241,7777,能率亞洲,26.5,2025,1.4,15.9,1.4,15.9,0.98,-10.4,100.0,0.0,69.7,-20.5,0.58,-0.09,4.87,-1.52,4.82,-1.23,76
1242,8033,雷虎,148.0,2025,14.2,14.4,5.32,0.51,0.88,22.1,37.3,-5.15,5.53,-0.55,0.58,0.08,4.46,-0.94,2.76,-0.38,40
1243,1303,南亞,87.7,2025,"2,599",0.12,216,16.3,45.2,35.3,8.31,1.16,1.95,0.68,0.57,0.15,1.38,0.49,0.82,0.3,43
1244,1473,台南,23.2,2025,66.8,-10.3,10.5,-23.3,0.83,-81.1,15.7,-2.66,1.25,-4.68,0.57,-2.45,2.1,-9.15,1.49,-6.31,45
1245,2704,國賓,43.35,2025,13.6,4.18,3.93,7.73,2.1,-79.3,28.9,0.95,15.5,-62.4,0.57,-2.2,0.79,-3.47,0.62,-2.76,53
1246,3071,協禧,30.15,2025,23.3,-5.82,7.2,-3.12,0.63,-29.4,30.9,0.86,3.78,-2.3,0.57,-0.24,4.52,-3.36,2.21,-1.62,51
1247,7743,金利食安,20.25,2025,6.82,6.19,1.94,-9.08,0.2,-67.0,28.5,-4.78,2.97,-6.63,0.57,-1.28,3.08,-8.18,2.01,-4.54,52
1248,2032,新鋼,16.35,2025,30.4,2.45,1.26,8.35,0.73,23.6,4.16,0.23,2.4,0.41,0.56,0.11,4.21,0.71,3.53,0.47,45
1249,2701,萬企,10.95,2025,2.54,-12.4,2,-0.31,2.51,9.47,78.9,9.57,99.0,19.8,0.56,0.05,2.99,0.25,2.59,0.21,66
1250,3646,艾恩特,23.45,2025,6.68,-17.3,1.87,-20.7,0.22,-59.3,28.0,-1.18,3.32,-3.43,0.56,-0.83,4.18,-5.87,2.47,-3.84,43
1251,5533,皇鼎,14.65,2025,11.6,-47.9,3.49,-50.1,1.58,-62.5,30.0,-1.32,13.6,-5.31,0.56,-0.92,1.64,-2.74,1.34,-2.22,53
1252,7721,微程式,87.5,2025,5.08,-36.1,3.46,-22.5,0.29,-80.8,68.2,12.0,5.72,-13.4,0.55,-2.78,2.51,-16.1,1.99,-12.4,60
1253,8222,寶一,37.85,2025,9.61,16.6,1.78,-3.92,0.37,-63.3,18.5,-3.96,3.9,-8.49,0.55,-0.94,4.13,-7.59,1.74,-3.86,32
1254,8940,新天地,18.0,2025,15.9,-6.42,7.8,-9.94,0.37,351.0,49.1,-1.92,2.82,1.38,0.55,0.43,5.32,2.32,2.04,0.92,51
1255,2103,台橡,19.05,2025,365,-1.98,35.8,-13.1,4.48,-48.0,9.8,-1.26,1.67,-1.15,0.54,-0.5,2.81,-2.11,1.41,-1.17,40
1256,2926,誠品生活,36.2,2025,69.7,1.84,27,1.49,0.26,99.8,38.8,-0.13,0.36,0.18,0.54,0.27,4.06,1.98,0.16,0.08,45
1257,3141,晶宏,44.2,2025,16.1,7.08,5.66,-2.42,0.4,-54.1,35.1,-3.42,1.58,-1.74,0.54,-0.62,0.98,-1.02,0.66,-0.73,51
1258,9955,佳龍,31.1,2025,15.1,26.1,1.28,7981.0,0.56,134.0,8.51,8.38,3.73,17.4,0.54,2.12,4.67,17.8,2.04,7.97,32
1259,4413,飛寶企業,18.2,2025,8.62,115.0,1.12,47.5,0.16,826.0,12.9,-5.89,1.91,1.46,0.53,0.47,4.78,4.26,3.32,2.95,41
1260,4543,萬在,37.5,2025,8.03,1.33,1.75,-26.3,0.32,-74.4,21.9,-8.21,3.94,-11.7,0.53,-1.56,1.75,-5.25,1.22,-3.6,53
1261,5703,亞都,14.8,2025,4.49,5.62,1.97,23.5,0.37,172.0,43.9,6.37,8.26,5.05,0.53,0.34,7.33,4.49,3.82,2.38,57
1262,2611,志信,14.7,2025,6.72,-2.19,2.13,9.31,0.99,-68.2,31.7,3.33,17.2,-30.4,0.52,-1.12,3.81,-6.4,2.74,-4.85,55
1263,5310,天剛,25.2,2025,0.01,-40.1,0,441.0,0.15,-82.7,11.2,9.99,1845.0,-4552.0,0.52,-2.5,5.7,-35.1,4.77,-28.3,62
1264,5426,振發,19.25,2025,17.6,17.0,3.37,23.6,0.74,-47.7,19.2,1.03,4.2,-5.28,0.52,-0.47,3.26,-3.3,2.37,-2.62,51
1265,5521,工信,12.3,2025,90.4,27.3,6.07,97.4,2.54,2524.0,6.72,2.38,2.81,2.67,0.52,0.5,4.61,4.44,1.96,1.87,47
1266,8476,台境*,18.2,2025,12.1,-20.2,2.24,-39.2,0.85,-68.6,18.5,-5.77,7.27,-10.7,0.52,-1.1,4.54,-9.18,2.41,-6.61,36
1267,1434,福懋,16.8,2025,275,-4.08,30.8,0.29,8.65,-41.9,11.2,0.49,3.14,-2.05,0.51,-0.38,2.18,-1.08,1.58,-0.82,43
1268,3191,雲嘉南,13.65,2025,1.69,-7.75,0.4,8.93,0.22,189.0,23.7,3.62,13.1,26.6,0.51,1.08,9.28,19.9,5.69,11.3,51
1269,5244,弘凱,46.2,2025,8.44,-1.9,3.38,-15.5,0.34,-79.3,40.1,-6.42,4.08,-15.3,0.51,-1.95,1.9,-7.64,1.31,-6.08,57
1270,5438,東友,19.25,2025,13,-2.72,1.99,-15.9,0.41,-53.2,15.4,-2.41,3.13,-3.38,0.51,-0.59,1.24,-1.79,1.04,-1.45,49
1271,6154,順發,13.25,2025,39.3,5.93,6.48,4.64,0.41,2.46,16.5,-0.2,1.05,-0.04,0.51,0.01,3.26,0.11,2.07,0.07,45
1272,7780,大研生醫*,20.35,2025,19,39.1,12.1,40.8,3.38,217.0,63.6,0.78,17.8,10.0,0.51,-1.92,10.0,-3.7,9.07,-0.27,73
1273,8163,達方,28.15,2025,251,15.5,39.8,-0.2,1.42,-77.1,15.9,-2.5,-0.59,-2.98,0.51,-1.71,-1.09,-4.52,-0.44,-1.94,34
1274,1714,和桐,9.63,2025,240,16.5,25.1,30.6,4.9,18.0,10.4,1.12,5.0,1.52,0.5,0.09,7.02,2.7,4.94,1.84,49
1275,3588,通嘉,54.6,2025,13.5,-7.24,4.58,-17.0,0.31,-72.7,34.0,-4.01,2.27,-5.43,0.5,-1.39,1.74,-4.83,1.51,-4.16,53
1276,6834,天二科技,37.3,2025,14.3,12.9,2.56,14.0,0.44,-21.8,17.9,0.18,3.1,-1.37,0.5,-0.14,3.06,-0.88,2.03,-0.68,47
1277,2302,麗正,19.4,2025,8.46,11.7,3.1,12.2,0.82,-34.8,36.6,0.19,9.68,-6.89,0.49,-0.26,4.5,-2.46,3.12,-1.92,55
1278,3594,磐儀,47.0,2025,20.3,29.3,8.09,63.4,0.47,-63.7,39.9,8.34,2.86,-6.84,0.49,-0.87,2.22,-4.16,1.21,-2.49,40
1279,3498,陽程,84.6,2025,13.6,43.4,5.17,87.8,0.29,119.0,38.1,9.0,2.09,18.1,0.48,2.98,1.27,7.95,0.79,5.63,53
1280,6432,今展科,40.7,2025,11.2,10.3,2.5,-5.72,0.15,-70.6,22.2,-3.77,1.38,-3.79,0.48,-1.2,1.76,-4.6,1.14,-2.83,47
1281,2906,高林,13.0,2025,88.8,0.06,26.2,0.65,0.99,-8.69,29.5,0.17,3.46,-0.44,0.47,-0.05,4.6,-0.6,2.36,-0.48,45
1282,3297,杭特,36.9,2025,2.02,20.6,0.7,33.8,0.17,459.0,35.0,3.46,8.47,11.3,0.47,0.6,2.98,3.82,2.3,2.9,55
1283,3434,哲固,30.9,2025,6.91,-5.05,1.32,-11.0,0.16,-66.4,19.1,-1.29,2.27,-4.15,0.47,-1.2,3.7,-10.7,2.21,-5.6,39
1284,6127,九豪,50.3,2025,9.92,-1.13,1.26,-18.7,0.51,174.0,12.7,-2.74,5.14,12.0,0.47,1.11,4.42,10.4,1.45,3.49,34
1285,6641,基士德-KY,18.45,2025,17.6,-3.09,5.56,7.18,0.17,-67.2,31.5,3.02,0.68,-1.66,0.46,-0.94,0.81,-2.11,0.56,-1.35,49
1286,1219,福壽,14.3,2025,144,0.36,12.3,-9.13,1.55,-14.5,8.53,-0.89,0.0,-0.75,0.45,-0.08,-0.01,-2.34,-0.01,-1.07,30
1287,1413,宏洲,9.85,2025,21.2,-9.55,1.12,154.0,0.6,363.0,5.28,3.4,2.83,3.8,0.45,0.62,5.44,7.54,2.26,3.19,34
1288,6156,松上,20.75,2025,49,13.7,7.71,6.56,0.48,-77.2,15.7,-1.05,2.38,-3.02,0.45,-1.71,3.57,-5.26,1.69,-2.46,43
1289,1584,精剛,21.15,2025,25.9,-9.94,3.08,-41.0,1.02,-67.1,11.9,-6.25,3.54,-7.14,0.44,-1.13,1.86,-5.09,1.16,-3.49,45
1290,5356,協益,25.9,2025,33.5,-13.5,4.87,-4.33,0.46,-79.4,14.5,1.39,1.37,-4.36,0.44,-1.72,1.01,-3.76,0.77,-2.85,45
1291,8182,加高,39.05,2025,28.7,-2.15,4.07,-41.8,0.47,-82.1,14.2,-9.66,1.63,-7.3,0.44,-2.0,1.25,-5.79,0.79,-3.47,47
1292,2465,麗臺,60.4,2025,44.4,5.42,4.36,29.1,0.36,108.0,9.82,1.8,0.82,11.3,0.43,5.69,4.37,59.6,1.64,17.4,45
1293,3083,網龍,27.05,2025,3.96,-7.4,3.32,-5.63,0.37,-46.8,83.8,1.57,9.99,-7.45,0.43,-0.38,2.97,-2.52,2.75,-2.36,52
1294,4109,加捷生醫,12.6,2025,4.85,-9.62,1.5,-13.3,0.5,-76.2,31.0,-1.31,10.7,-29.5,0.43,-1.73,3.39,-14.4,3.09,-11.8,62
1295,1217,愛之味,10.4,2025,50.4,-1.57,13.9,-4.15,2.09,-27.3,27.6,-0.74,4.36,-1.57,0.42,-0.16,2.59,-1.22,1.44,-0.66,40
1296,5601,台聯櫃,36.55,2025,0.94,1.81,0.56,1.34,0.27,6.98,59.9,-0.28,29.0,1.4,0.42,0.03,1.96,0.12,1.45,0.09,61
1297,2413,環科,52.0,2025,33.4,3.52,5.08,29.4,0.52,195.0,15.2,3.04,1.57,3.3,0.41,0.85,2.64,5.46,1.24,2.46,40
1298,1201,味全,13.4,2025,218,-6.95,59.3,-7.66,2.03,-54.1,27.2,-0.21,0.93,-0.96,0.4,-0.47,2.65,-3.26,1.16,-1.33,43
1299,2515,中工,13.85,2025,207,-13.1,15.8,1.8,6.36,-11.3,7.64,1.12,3.1,0.06,0.4,-0.07,2.8,-0.32,0.97,-0.23,28
1300,5603,陸海,16.8,2025,13.6,-25.4,1.66,-38.8,0.42,-67.9,12.2,-2.68,3.27,-3.87,0.4,-0.84,2.23,-4.41,1.62,-3.03,45
1301,6118,建達,17.1,2025,100,10.6,5.04,14.9,0.36,2.57,5.02,0.19,0.36,-0.03,0.4,0.01,3.21,-0.03,1.05,-0.11,28
1302,8176,智捷,10.6,2025,3.73,-33.6,1.25,-31.6,0.28,-10.0,33.4,1.01,7.57,2.25,0.4,-0.05,4.93,-0.64,3.75,-0.26,60
1303,2062,橋椿,22.0,2025,62.9,-17.0,6.11,-44.2,0.79,-85.5,9.71,-4.73,1.25,-5.94,0.39,-2.33,1.01,-6.09,0.69,-3.78,43
1304,4768,晶呈科技,462.5,2025,12.3,20.9,3.03,-26.6,0.19,-85.8,24.6,-16.0,1.09,-14.1,0.39,-2.51,0.74,-7.54,0.4,-5.55,47
1305,5328,華容,26.9,2025,8.84,1.99,2.41,13.0,0.67,-0.97,27.3,2.66,7.83,-0.21,0.39,0.0,3.65,-0.04,2.69,-0.25,45
1306,5704,老爺知,21.95,2025,3.28,-6.81,1.31,-6.54,0.15,-4.54,40.1,0.11,4.63,0.11,0.39,-0.02,2.77,-0.07,2.1,-0.07,62
1307,6020,大展證,19.15,2025,2.6,-32.9,2.2,-36.7,0.99,-45.8,84.6,-5.11,38.0,-9.02,0.39,-0.33,2.03,-1.83,1.28,-1.18,61
1308,8234,新漢,61.0,2025,57,5.19,14.5,12.2,0.55,-35.7,25.5,1.59,0.78,-0.1,0.39,-0.21,1.4,-0.06,0.7,0.0,43
1309,2901,欣欣,23.55,2025,1.31,-2.15,1.11,-2.88,0.28,-7.17,85.2,-0.64,21.2,-1.15,0.38,-0.03,3.14,-0.25,2.66,-0.3,68
1310,4924,欣厚-KY,10.1,2025,7.21,3.99,1.65,13.1,0.14,733.0,22.9,1.85,1.97,1.73,0.38,0.33,3.91,3.42,1.95,1.72,45
1311,8111,立碁,79.2,2025,8.52,5.25,2.55,5.82,0.41,-58.5,30.0,0.16,4.82,-7.32,0.38,-0.53,2.99,-4.07,1.88,-2.71,55
1312,1587,吉茂,34.4,2025,26.5,23.1,5.05,11.8,0.3,188.0,19.1,-1.92,1.13,2.7,0.37,0.84,1.91,4.22,0.84,1.84,32
1313,1110,東泥,15.85,2025,28.5,-0.74,4.28,-18.1,2.06,-41.0,15.0,-3.18,8.02,-5.11,0.36,-0.25,2.38,-1.68,1.77,-1.3,43
1314,3002,歐格,19.05,2025,6.9,16.8,1.26,0.13,0.36,592.0,18.3,-3.04,4.78,4.04,0.36,0.31,2.27,1.96,1.7,1.47,49
1315,6624,萬年清,56.8,2025,5.75,-10.2,1.17,26.8,0.07,-48.3,20.4,5.95,1.5,-0.76,0.36,-0.35,1.82,-1.9,0.91,-0.6,41
1316,1464,得力,10.55,2025,126,4.84,24.3,7.24,1.5,-64.4,19.3,0.43,0.44,-3.86,0.35,-0.69,0.95,-8.0,0.33,-2.96,36
1317,2030,彰源,16.5,2025,101,-18.1,9.49,-21.4,0.97,-58.9,9.35,-0.38,0.96,-0.95,0.35,-0.49,1.95,-2.82,0.82,-1.14,32
1318,2033,佳大,16.65,2025,7.03,21.7,1,29.0,0.28,80.0,14.2,0.81,4.03,1.31,0.35,0.16,2.7,1.18,2.33,1.04,47
1319,2538,基泰,10.1,2025,2.99,-69.6,2.49,-24.4,1.54,-39.1,83.5,50.0,51.4,25.8,0.35,-0.22,2.64,-1.59,0.85,-0.48,51
1320,4706,大恭,32.45,2025,11.1,-7.34,1.72,-19.1,0.28,-64.1,15.5,-2.26,2.52,-3.99,0.35,-0.64,1.84,-3.4,1.66,-3.08,49
1321,5398,慕康生醫,20.7,2025,2.3,-3.62,0.85,0.91,0.17,98.3,37.1,1.66,7.55,3.88,0.35,0.17,3.22,1.56,2.77,1.32,51
1322,6921,嘉雨思-創,86.2,2025,1.95,28.5,1.12,12.7,0.11,-53.2,57.5,-8.06,5.49,-9.58,0.35,-0.41,4.23,-6.88,3.16,-5.12,52
1323,8927,北基,23.15,2025,107,-14.5,19.8,-29.9,1.52,-67.9,18.5,-4.06,0.68,-7.37,0.35,-0.94,0.85,-11.2,0.22,-3.03,36
1324,1474,弘裕,10.55,2025,29.2,-7.94,3.3,14.3,0.44,-59.0,11.3,2.21,1.42,-1.98,0.34,-0.48,1.91,-3.21,1.09,-1.72,43
1325,2009,第一銅,40.5,2025,29.1,-7.12,-0.12,-110.0,1.22,-54.2,-0.41,-4.19,4.18,-4.31,0.34,-0.4,1.44,-2.6,1.18,-1.95,36
1326,3597,映興,24.7,2025,8.6,16.6,2.03,10.9,0.13,-74.1,23.6,-1.21,1.55,-5.43,0.34,-0.98,2.25,-6.72,1.0,-3.92,45
1327,4530,宏易,28.0,2025,3.49,456.0,1.38,399.0,0.09,114.0,39.4,-4.43,5.87,104.0,0.34,1.62,5.36,32.3,4.05,25.0,55
1328,2511,太子,8.13,2025,93.5,10.3,25.9,20.7,5.35,71.0,27.7,2.39,5.33,1.97,0.33,0.14,1.92,0.82,1.06,0.45,49
1329,3021,鴻名,16.4,2025,33.4,-3.87,5.19,-10.7,0.31,-43.7,15.6,-1.18,0.83,-0.76,0.33,-0.25,1.66,-1.79,0.86,-0.95,39
1330,5452,佶優,34.15,2025,48.5,-13.9,6.01,-1.58,0.49,-18.0,12.4,1.56,1.26,-0.03,0.33,-0.07,2.55,-0.59,1.49,-0.32,40
1331,6735,美達科技,75.9,2025,3.43,-4.81,1.62,-17.3,0.15,-84.0,47.1,-7.15,4.38,-21.6,0.33,-1.8,1.52,-8.02,1.37,-7.23,57
1332,2365,昆盈,34.9,2025,9.59,-1.99,3.93,-0.32,0.71,-50.2,41.0,0.68,7.32,-7.27,0.32,-0.32,2.26,-2.39,1.96,-2.02,62
1333,3040,遠見,44.7,2025,1.32,-4.54,0.76,-8.71,0.2,-55.7,57.9,-2.65,15.5,-17.9,0.32,-0.41,1.34,-1.73,1.14,-1.72,60
1334,3236,千如,35.25,2025,20.7,10.9,5.23,27.6,0.34,659.0,25.3,3.31,1.63,1.39,0.32,0.28,2.15,1.86,1.08,0.94,49
1335,4169,泰宗,166.5,2025,6.85,2.84,3.17,-3.15,0.19,-8.76,46.2,-2.86,2.8,-0.36,0.32,-0.04,1.81,-0.17,1.61,-0.07,60
1336,5291,邑昇,70.3,2025,10.8,9.81,2.18,2.68,0.13,-20.2,20.1,-1.4,0.44,-0.13,0.31,-0.08,0.49,-0.07,0.27,-0.09,38
1337,6199,天品,113.0,2025,2.64,178.0,1.2,61.9,0.19,-49.2,45.6,-32.9,7.85,-26.4,0.31,-0.29,2.42,-1.7,2.01,-1.48,55
1338,8440,綠電,22.65,2025,9.13,-6.1,0.78,11.0,0.15,-34.1,8.59,1.32,1.69,-0.72,0.31,-0.23,2.42,-1.33,1.96,-1.07,53
