排名,代號,名稱,股價日期,成交,漲跌價,漲跌幅,股利發放年度,股利發放頻率,現金股利,股票股利,合計股利,除息價,除息價現金殖利率,除權價,除權價股票殖利率,除權息合計殖利率,除息交易日,除權交易日,現金股利發放日
1158,3303,岱稜,09/04,51.3,0,0,2026,年,3,0,3,59.2,5.07,,0,5.07,'26/07/10,,'26/08/07
1159,3305,昇貿,09/04,111,+2.5,+2.3,2026,年,2.283,0,2.283,119.5,1.91,,0,1.91,'26/07/15,,'26/08/13
1160,3306,鼎天,09/04,44.95,+0.35,+0.78,2026,年,1.7,0,1.7,43.75,3.89,,0,3.89,'26/08/03,,'26/08/21
1161,3308,聯德,09/04,22,+0.25,+1.15,2026,年,0,0,0,,0,,0,0,,,
1162,3310,佳穎,09/04,68.8,-0.3,-0.43,2026,年,3.5,0,3.5,72.2,4.85,,0,4.85,'26/06/08,,'26/07/01
1163,3311,閎暉,09/04,31.95,+0.2,+0.63,2026,年,0.6,0,0.6,38.05,1.58,,0,1.58,'26/07/02,,'26/07/30
1164,3312,弘憶股,09/04,52.8,+0.8,+1.54,2026,年,1.3,0,1.3,52.8,2.46,,0,2.46,'26/09/08,,'26/09/30
1165,3313,斐成,09/04,10.8,-0.05,-0.46,2026,年,0,0,0,,0,,0,0,,,
1166,3321,同泰,09/04,18.1,+0.1,+0.56,2026,年,0,0,0,,0,,0,0,,,
1167,3322,建舜電,09/04,11.1,-0.05,-0.45,2026,年,0,0,0,,0,,0,0,,,
1168,3323,加百裕,09/04,28.9,+0.35,+1.23,2026,年,0,0,0,,0,,0,0,,,
1169,3324,雙鴻,09/04,1485,+135,+10,2026,年,11.9,0,11.9,1050,1.13,,0,1.13,'26/06/17,,'26/07/16
1170,3325,旭品,09/04,11.2,+0.05,+0.45,2026,年,0,0,0,,0,,0,0,,,
1171,3332,幸康,09/04,61,0,0,2026,年,2,0,2,63.9,3.13,,0,3.13,'26/08/04,,'26/08/31
1172,3338,泰碩,09/04,65.4,+2.3,+3.65,2026,年,1.3,0,1.3,74.8,1.74,,0,1.74,'26/06/25,,'26/07/28
1173,3339,泰谷,09/04,43.8,+1.7,+4.04,2026,年,0,0,0,,0,,0,0,,,
1174,3346,麗清,09/04,18.95,+0.15,+0.8,2026,年,0.11,0,0.11,19.6,0.56,,0,0.56,'26/09/02,,'26/09/22
1175,3349,寶德,09/04,22.45,-0.05,-0.22,2026,年,0,0,0,,0,,0,0,,,
1176,3354,律勝,09/04,24,-0.15,-0.62,2026,年,0,0,0,,0,,0,0,,,
1177,3356,奇偶,09/04,61.3,-1.1,-1.76,2026,年,3.5,0,3.5,61.7,5.67,,0,5.67,'26/06/04,,'26/06/24
1178,3357,臺慶科,09/04,214,+11,+5.42,2026,年,5.085,0,5.085,300.5,1.69,,0,1.69,'26/06/29,,'26/07/21
1179,3360,尚立,09/04,14.9,+0.1,+0.68,2026,年,0,0,0,,0,,0,0,,,
1180,3362,先進光,09/04,210,+12,+6.06,2026,年,0,0,0,,0,,0,0,,,
1181,3363,上詮,09/04,735,-39,-5.04,2026,年,0,0,0,,0,,0,0,,,
1182,3372,典範,09/04,14.7,+0.1,+0.68,2026,年,0,0,0,,0,,0,0,,,
1183,3374,精材,09/04,430,+30,+7.5,2026,年,2.5,0,2.5,303.5,0.82,,0,0.82,'26/06/24,,'26/07/17
1184,3376,新日興,09/04,211,+7,+3.43,2026,年,4,0,4,185,2.16,,0,2.16,'26/08/06,,'26/09/03
1185,3379,彬台,09/04,28.15,-0.35,-1.23,2026,年,1.2,0,1.2,31.15,3.85,,0,3.85,'26/07/27,,'26/08/25
1186,3380,明泰,09/04,30,+1,+3.45,2026,年,0.5,0,0.5,32.9,1.52,,0,1.52,'26/07/16,,'26/08/13
1187,3388,崇越電,09/04,90.5,+2.5,+2.84,2026,年,3.337,0,3.337,92.2,3.62,,0,3.62,'26/06/23,,'26/07/20
1188,3390,旭軟,09/04,22.2,+0.4,+1.83,2026,年,0.199,0,0.199,22.85,0.87,,0,0.87,'26/08/11,,'26/08/31
1189,3402,漢科,09/04,121.5,+1.5,+1.25,2026,年,6,0,6,144,4.17,,0,4.17,'26/07/22,,'26/08/20
1190,3406,玉晶光,09/04,1055,+64,+6.46,2026,半年,17,0,17,682,2.49,,0,2.49,'26/06/08,,'26/07/08
1191,3413,京鼎,09/04,282.5,+2.5,+0.89,2026,年,10.98,0,10.98,346,3.17,,0,3.17,'26/05/27,,'26/06/22
1192,3416,融程電,09/04,172.5,+7.5,+4.55,2026,年,5.096,0.498,5.594,166.5,3.06,182,0.27,3.33,'26/06/30,'26/09/01,'26/07/27
1193,3419,譁裕,09/04,11.7,0,0,2026,年,0,0,0,,0,,0,0,,,
1194,3430,奇鈦科,09/04,105.5,0,0,2026,年,1.6,0,1.6,129.5,1.24,,0,1.24,'26/07/09,,'26/07/31
1195,3432,台端,09/04,14.55,0,0,2026,年,0,0,0,,0,,0,0,,,
1196,3437,榮創,09/04,18.35,+0.75,+4.26,2026,年,0,0,0,,0,,0,0,,,
1197,3438,類比科,09/04,64.5,-1.5,-2.27,2026,年,1.5,0,1.5,70.5,2.13,,0,2.13,'26/07/09,,'26/08/07
1198,3441,聯一光,09/04,143,+13,+10,2026,年,0.85,0,0.85,54.6,1.56,,0,1.56,'26/06/09,,'26/07/03
1199,3443,創意,09/04,5810,+10,+0.17,2026,年,20,0,20,4410,0.45,,0,0.45,'26/06/08,,'26/06/30
1200,3444,利機,09/04,83.7,+2.7,+3.33,2026,年,1.8,0,1.8,77.3,2.33,,0,2.33,'26/07/23,,'26/08/27
1201,3447,展達,09/04,28.95,+0.7,+2.48,2026,年,1.1,0,1.1,40.2,2.74,,0,2.74,'26/06/22,,'26/07/17
1202,3450,聯鈞,09/04,580,+26,+4.69,2026,年,1,0,1,499.5,0.2,,0,0.2,'26/06/17,,'26/07/09
1203,3455,由田,09/04,236.5,-2.5,-1.05,2026,年,3.5,0,3.5,260.5,1.34,,0,1.34,'26/09/01,,'26/09/24
1204,3465,進泰電子,09/04,29.05,-0.05,-0.17,2026,季,0,0,0,,0,,0,0,,,
1205,3466,德晉,09/04,24.35,-0.35,-1.42,2026,年,0,0,0,,0,,0,0,,,
1206,3467,台灣精材,09/04,51.1,-0.7,-1.35,2026,年,0.5,0,0.5,58.8,0.85,,0,0.85,'26/07/10,,'26/07/31
1207,3479,安勤,09/04,127,+5,+4.1,2026,年,4.623,0,4.623,146.5,3.16,,0,3.16,'26/07/03,,'26/07/31
1208,3481,群創,09/04,48.5,+0.4,+0.83,2026,年,1,0,1,44.3,2.26,,0,2.26,'26/06/11,,'26/07/10
1209,3484,崧騰,09/04,46.5,-0.4,-0.85,2026,年,2.5,0,2.5,51,4.9,,0,4.9,'26/09/03,,'26/10/02
1210,3485,敘豐,09/04,210,0,0,2026,年,4.5,0,4.5,192,2.34,,0,2.34,'26/07/30,,'26/08/26
1211,3489,森寶,09/04,22.85,+0.1,+0.44,2026,年,3,0,3,24.2,12.4,,0,12.4,'26/07/10,,'26/08/07
1212,3490,單井,09/04,46,+1.05,+2.34,2026,年,0.5,0,0.5,31.4,1.59,,0,1.59,'26/07/14,,'26/08/07
1213,3491,昇達科,09/04,1505,+100,+7.12,2026,年,6.8,0,6.8,1300,0.52,,0,0.52,'26/07/23,,'26/08/28
1214,3492,長盛,09/04,19.15,-0.1,-0.52,2026,年,1.1,0,1.1,21.55,5.1,,0,5.1,'26/08/28,,'26/09/23
1215,3494,誠研,09/04,7.09,+0.01,+0.14,2026,年,0,0,0,,0,,0,0,,,
1216,3498,陽程,09/04,194,+2,+1.04,2026,年,0,0,0,,0,,0,0,,,
1217,3499,環天科,09/04,13.6,+1.2,+9.68,2026,年,0,0,0,,0,,0,0,,,
1218,3501,維熹,09/04,39.8,-0.1,-0.25,2026,年,2,0,2,39.95,5.01,,0,5.01,'26/08/03,,'26/08/26
1219,3504,揚明光,09/04,89.7,+1.9,+2.16,2026,年,0,0,0,,0,,0,0,,,
1220,3508,位速,09/04,20.95,+0.4,+1.95,2026,年,0,0,0,,0,,0,0,,,
1221,3511,矽瑪,09/04,19.7,+0.05,+0.25,2026,年,0,0,0,,0,,0,0,,,
1222,3512,皇龍,09/04,19.4,-0.25,-1.27,2026,年,1.8,0,1.8,21.45,8.39,,0,8.39,'26/07/14,,'26/08/10
1223,3515,華擎,09/04,227,+7,+3.18,2026,年,11,0,11,234,4.7,,0,4.7,'26/07/01,,'26/07/22
1224,3516,亞帝歐,09/04,26.5,+0.35,+1.34,2026,年,0.2,0,0.2,27.05,0.74,,0,0.74,'26/08/06,,'26/09/10
1225,3518,柏騰,09/04,30.8,-1.05,-3.3,2026,年,0,0,0,,0,,0,0,,,
1226,3520,華盈,09/04,17.6,+0.3,+1.73,2026,年,0,0,0,,0,,0,0,,,
1227,3521,台鋼建設,09/04,12.1,+0.05,+0.41,2026,年,0,0,0,,0,,0,0,,,
1228,3522,御嵿,09/04,11.85,+0.05,+0.42,2026,年,0,0,0,,0,,0,0,,,
1229,3523,迎輝,09/04,15,-0.1,-0.66,2026,年,0,0,0,,0,,0,0,,,
1230,3526,凡甲,09/04,283,+3,+1.07,2026,年,16.84,0,16.84,291.5,5.78,,0,5.78,'26/04/16,,'26/05/15
1231,3527,聚積,09/04,51.2,0,0,2026,年,1,0,1,52.5,1.9,,0,1.9,'26/07/29,,'26/08/26
1232,3528,安馳,09/04,83.3,+0.9,+1.09,2026,年,1.38,0,1.38,83.4,1.65,,0,1.65,'26/08/27,,'26/09/16
1233,3529,力旺,09/04,2385,+55,+2.36,2026,年,20.5,0,20.5,3170,0.65,,0,0.65,'26/06/25,,'26/07/17
1234,3530,晶相光,09/04,58.3,+0.5,+0.87,2026,年,0.8,0,0.8,73.6,1.09,,0,1.09,'26/06/24,,'26/07/23
1235,3531,先益,09/04,21.35,+0.05,+0.23,2026,年,0.5,0,0.5,23.55,2.12,,0,2.12,'26/06/09,,'26/07/07
1236,3532,台勝科,09/04,399,+18,+4.72,2026,年,1,0,1,465.5,0.21,,0,0.21,'26/07/14,,'26/08/14
1237,3533,嘉澤,09/04,1685,+15,+0.9,2026,年,34.93,0,34.93,2005,1.74,,0,1.74,'26/08/04,,'26/08/31
1238,3535,晶彩科,09/04,86.8,+1.3,+1.52,2026,年,0,0,0,,0,,0,0,,,
1239,3537,堡達,09/04,55.4,+3,+5.73,2026,年,2,0,2,51.2,3.91,,0,3.91,'26/07/29,,'26/08/21
1240,3540,曜越,09/04,23.65,+0.45,+1.94,2026,年,0.257,0,0.257,20.6,1.25,,0,1.25,'26/07/29,,'26/08/21
1241,3541,西柏,09/04,21.65,+0.1,+0.46,2026,年,0,0,0,,0,,0,0,,,
1242,3543,州巧,09/04,44.7,-0.2,-0.45,2026,年,0.6,0,0.6,31.6,1.9,,0,1.9,'26/06/17,,'26/07/14
1243,3545,敦泰,09/04,50.7,+0.3,+0.6,2026,年,0.815,0,0.815,50.1,1.63,,0,1.63,'26/08/04,,'26/08/28
1244,3550,聯穎,09/04,23.2,+0.25,+1.09,2026,年,0,0,0,,0,,0,0,,,
1245,3551,世禾,09/04,182,+6,+3.41,2026,年,4.8,0,4.8,225,2.13,,0,2.13,'26/07/16,,'26/08/14
1246,3555,博士旺,09/04,193.5,+8,+4.31,2026,半年,0,0,0,,0,,0,0,,,
1247,3556,禾瑞亞,09/04,58.1,-3.3,-5.37,2026,年,1.95,0,1.95,69.6,2.8,,0,2.8,'26/06/15,,'26/07/10
1248,3558,神準,09/04,119.5,+1,+0.84,2026,年,3,0,3,130,2.31,,0,2.31,'26/08/27,,'26/09/22
1249,3564,其陽,09/04,50.2,-2.7,-5.1,2026,年,0.27,0,0.27,54.1,0.5,,0,0.5,'26/07/10,,'26/08/07
1250,3567,逸昌,09/04,25.5,-0.15,-0.58,2026,年,1,0,1,29.8,3.36,,0,3.36,'26/07/14,,'26/08/07
1251,3570,大塚,09/04,163.5,+1,+0.62,2026,年,9.7,0,9.7,176,5.51,,0,5.51,'26/07/02,,'26/07/31
1252,3576,聯合再生,09/04,17.15,+0.1,+0.59,2026,年,0,0,0,,0,,0,0,,,
1253,3577,泓格,09/04,112.5,+3,+2.74,2026,年,2,0,2,132.5,1.51,,0,1.51,'26/07/14,,'26/08/10
1254,3580,友威科,09/04,88.1,+2.6,+3.04,2026,年,1.2,0,1.2,91.8,1.31,,0,1.31,'26/06/29,,'26/07/24
1255,3581,博磊,09/04,111.5,+4.5,+4.21,2026,年,0.6,0,0.6,134,0.45,,0,0.45,'26/07/14,,'26/08/07
1256,3583,辛耘,09/04,711,-31,-4.18,2026,年,5.748,0,5.748,624,0.92,,0,0.92,'26/07/30,,'26/08/28
1257,3587,閎康,09/04,255,+5.5,+2.2,2026,年,4.208,0,4.208,258,1.63,,0,1.63,'26/07/27,,'26/08/25
1258,3591,艾笛森,09/04,24.9,+2.2,+9.69,2026,年,0,0,0,,0,,0,0,,,
1259,3592,瑞鼎,09/04,224,+3,+1.36,2026,年,14.6,0,14.6,281.5,5.19,,0,5.19,'26/07/02,,'26/07/30
1260,3593,力銘,09/04,10.75,+0.35,+3.37,2026,年,0,0,0,,0,,0,0,,,
1261,3594,磐儀,09/04,49.15,+1.85,+3.91,2026,年,0.398,0,0.398,51.1,0.78,,0,0.78,'26/08/25,,'26/09/24
1262,3596,智易,09/04,159.5,+2.5,+1.59,2026,年,9,0,9,177.5,5.07,,0,5.07,'26/03/26,,'26/04/29
1263,3597,映興,09/04,26.75,+0.6,+2.29,2026,年,0.4,0,0.4,26.4,1.52,,0,1.52,'26/06/23,,'26/07/17
1264,3605,宏致,09/04,118,+3.5,+3.06,2026,年,1.572,0,1.572,111,1.42,,0,1.42,'26/08/12,,'26/09/16
1265,3607,谷崧,09/04,13.75,+0.1,+0.73,2026,年,0.8,0,0.8,16.8,4.76,,0,4.76,'26/07/01,,'26/07/28
1266,3609,三一東林,09/04,18.75,+0.75,+4.17,2026,年,0,0,0,,0,,0,0,,,
1267,3611,鼎翰,09/04,183,0,0,2026,年,10,0,10,192.5,5.19,,0,5.19,'26/07/20,,'26/08/14
1268,3615,安可,09/04,36.5,+0.75,+2.1,2026,年,0.7,0,0.7,44.25,1.58,,0,1.58,'26/07/16,,'26/08/14
1269,3617,碩天,09/04,248,+6.5,+2.69,2026,半年,9.937,0,9.937,211.5,4.7,,0,4.7,'26/07/22,,'26/08/18
1270,3622,洋華,09/04,52.7,0,0,2026,年,3.2,0,3.2,52.7,6.07,,0,6.07,'26/09/08,,'26/10/07
1271,3623,富晶通,09/04,23.9,-0.1,-0.42,2026,年,0,0,0,,0,,0,0,,,
1272,3624,光頡,09/04,93.2,+8.4,+9.91,2026,年,1.1,0,1.1,133.5,0.82,,0,0.82,'26/07/08,,'26/08/07
1273,3625,西勝,09/04,12.35,-0.7,-5.36,2026,年,0,0,0,,0,,0,0,,,
1274,3628,盈正,09/04,69.3,+0.8,+1.17,2026,年,3.25,0,3.25,73.2,4.44,,0,4.44,'26/07/16,,'26/08/12
1275,3629,地心引力,09/04,19.8,-0.05,-0.25,2026,季,0,0,0,,0,,0,0,,,
1276,3630,新鉅科,09/04,28.4,+1.35,+4.99,2026,年,0,0,0,,0,,0,0,,,
1277,3631,晟楠,09/04,38.5,+1.25,+3.36,2026,年,0,0,0,,0,,0,0,,,
1278,3632,研勤,09/04,7.35,0,0,2026,年,0,0,0,,0,,0,0,,,
1279,3645,達邁,09/04,71.6,+1.3,+1.85,2026,年,1.2,0,1.2,79.5,1.51,,0,1.51,'26/07/14,,'26/08/07
1280,3646,艾恩特,09/04,23.85,+0.05,+0.21,2026,年,0.9,0,0.9,23.95,3.76,,0,3.76,'26/08/24,,'26/09/23
1281,3652,精聯,09/04,33.05,+1.25,+3.93,2026,年,1.195,0,1.195,32.05,3.73,,0,3.73,'26/07/15,,'26/08/11
1282,3653,健策,09/04,5875,+260,+4.63,2026,年,21.72,0,21.72,3520,0.62,,0,0.62,'26/07/22,,'26/08/18
1283,3661,世芯-KY,09/04,4220,+170,+4.2,2026,年,32.55,0,32.55,4200,0.78,,0,0.78,'26/09/03,,'26/10/08
1284,3663,鑫科,09/04,62.1,+1.7,+2.81,2026,年,0,0,0,,0,,0,0,,,
1285,3664,安瑞-KY,09/04,8.19,-0.91,-10,2026,年,0,0,0,,0,,0,0,,,
1286,3666,光耀,09/04,25,0,0,2026,年,0,0,0,,0,,0,0,,,
1287,3669,圓展,09/04,35.1,+0.3,+0.86,2026,年,1,0,1,35.4,2.82,,0,2.82,'26/06/26,,'26/07/20
1288,3672,康聯訊,09/04,11.9,-0.1,-0.83,2026,年,0,0,0,,0,,0,0,,,
1289,3673,TPK-KY,09/04,65.5,+0.8,+1.24,2026,年,1.8,0,1.8,74.2,2.43,,0,2.43,'26/07/16,,'26/08/10
1290,3675,德微,09/04,282,+5,+1.81,2026,年,4,0,4,282,1.42,,0,1.42,'26/09/15,,'26/10/08
1291,3679,新至陞,09/04,105.5,-2.5,-2.31,2026,年,9,0,9,123.5,7.29,,0,7.29,'26/06/12,,'26/07/10
1292,3680,家登,09/04,518,+6,+1.17,2026,半年,15,0,15,589,2.78,,0,2.78,'26/05/27,,'26/06/18
1293,3684,榮昌,09/04,54.3,+0.2,+0.37,2026,年,2.774,0,2.774,59.8,4.64,,0,4.64,'26/06/23,,'26/07/20
1294,3685,元創精密,09/04,36.9,+0.7,+1.93,2026,年,0,0,0,,0,,0,0,,,
1295,3686,達能,09/04,14.2,-0.2,-1.39,2026,年,0,0,0,,0,,0,0,,,
1296,3687,歐買尬,09/04,62.9,-0.3,-0.47,2026,年,2.003,0,2.003,76.5,2.62,,0,2.62,'26/07/16,,'26/08/18
1297,3689,湧德,09/04,116.5,+2,+1.75,2026,年,3.648,0,3.648,105,3.47,,0,3.47,'26/08/03,,'26/08/28
1298,3691,碩禾,09/04,99,+1.4,+1.43,2026,年,0,0,0,,0,,0,0,,,
1299,3693,營邦,09/04,663,+15,+2.31,2026,年,8,0,8,556,1.44,,0,1.44,'26/08/28,,'26/09/18
1300,3694,海華,09/04,50.4,+0.4,+0.8,2026,年,2.301,0,2.301,64.1,3.59,,0,3.59,'26/07/24,,'26/08/18
1301,3701,大眾控,09/04,41.95,+1.5,+3.71,2026,年,0.2,0,0.2,41.95,0.48,,0,0.48,,,
1302,3702,大聯大,09/04,104,+2,+1.96,2026,年,3.643,0,3.643,108,3.37,,0,3.37,'26/08/27,,'26/09/30
1303,3703,欣陸,09/04,20,+0.05,+0.25,2026,年,1.05,0,1.05,21.45,4.9,,0,4.9,'26/07/02,,'26/07/31
1304,3704,合勤控,09/04,40.1,+0.1,+0.25,2026,年,0.4,0,0.4,46.95,0.85,,0,0.85,'26/07/06,,'26/07/31
1305,3705,永信,09/04,56.1,+0.2,+0.36,2026,年,3,0,3,57,5.26,,0,5.26,'26/06/24,,'26/07/16
1306,3707,漢磊,09/04,62,+1.5,+2.48,2026,年,0,0,0,,0,,0,0,,,
1307,3708,上緯投控,09/04,100.5,+0.5,+0.5,2026,半年,6.496,0,6.496,115,5.65,,0,5.65,'26/06/26,,'26/07/24
1308,3709,鑫聯大投控,09/04,65.7,+0.8,+1.23,2026,年,2.157,0,2.157,79.4,2.72,,0,2.72,'26/08/10,,'26/09/03
1309,3710,連展投控,09/04,5.07,+0.03,+0.6,2026,年,0,0,0,,0,,0,0,,,
1310,3711,日月光投控,09/04,588,-1,-0.17,2026,年,6.585,0,6.585,727,0.91,,0,0.91,'26/07/03,,'26/07/31
1311,3712,永崴投控,09/04,21.2,+0.2,+0.95,2026,年,0,0,0,,0,,0,0,,,
1312,3713,新晶投控,09/04,14.35,+0.15,+1.06,2026,年,0,0,0,,0,,0,0,,,
1313,3714,富采,09/04,66.8,+5.3,+8.62,2026,年,0.9,0,0.9,62.4,1.44,,0,1.44,'26/06/30,,'26/07/30
1314,3715,定穎投控,09/04,118,0,0,2026,年,1.08,0,1.08,172,0.63,,0,0.63,'26/07/02,,'26/07/29
1315,3716,中化控股,09/04,34.1,-0.25,-0.73,2026,年,1.004,0,1.004,34.65,2.9,,0,2.9,'26/07/23,,'26/08/20
1316,4102,永日,09/04,19.2,0,0,2026,年,0,0,0,,0,,0,0,,,
1317,4105,東洋,09/04,77,-0.3,-0.39,2026,年,4.5,0,4.5,80,5.62,,0,5.62,'26/03/26,,'26/04/27
1318,4106,雃博,09/04,24.5,0,0,2026,年,1,0,1,24.5,4.08,,0,4.08,'26/07/30,,'26/08/27
1319,4107,邦特,09/04,113,0,0,2026,年,5.5,0,5.5,119.5,4.6,,0,4.6,'26/07/28,,'26/08/28
1320,4108,懷特,09/04,11.4,+0.05,+0.44,2026,年,0,0,0,,0,,0,0,,,
1321,4109,加捷生醫,09/04,11.15,+0.15,+1.36,2026,年,0.2,0,0.2,11.15,1.79,,0,1.79,,,
1322,4113,聯上,09/04,14.95,-0.15,-0.99,2026,年,0,0,0,,0,,0,0,,,
1323,4116,明基醫,09/04,40.25,-0.2,-0.49,2026,年,2,0,2,38.5,5.19,,0,5.19,'26/07/01,,'26/07/30
1324,4119,旭富,09/04,56.1,0,0,2026,年,0.75,0,0.75,44.8,1.67,,0,1.67,'26/07/01,,'26/08/05
1325,4120,友華,09/04,45.7,0,0,2026,年,4,0,4,48,8.33,,0,8.33,'26/07/20,,'26/08/06
1326,4121,優盛,09/04,12.9,+0.05,+0.39,2026,年,0,0,0,,0,,0,0,,,
1327,4126,太醫,09/04,78,-0.1,-0.13,2026,年,4.5,0,4.5,81.3,5.54,,0,5.54,'26/07/15,,'26/08/07
1328,4127,天良,09/04,61.3,-4.7,-7.12,2026,年,0,0,0,,0,,0,0,,,
1329,4128,中天,09/04,14.65,+0.1,+0.69,2026,年,0,0,0,,0,,0,0,,,
1330,4129,聯合,09/04,81.5,+0.3,+0.37,2026,年,4.5,0,4.5,91.7,4.91,,0,4.91,'26/07/23,,'26/08/20
1331,4131,浩泰,09/04,30.95,+0.2,+0.65,2026,年,0,0,0,,0,,0,0,,,
1332,4133,亞諾法,09/04,20.55,+0.05,+0.24,2026,年,0.112,0,0.112,20.8,0.54,,0,0.54,'26/06/16,,'26/07/08
1333,4137,麗豐-KY,09/04,79.3,-0.6,-0.75,2026,季,10,0,10,110.5,9.05,,0,9.05,'26/07/02,,'26/07/30
1334,4139,馬光-KY,09/04,41.95,-0.2,-0.47,2026,年,0,0,0,,0,,0,0,,,
1335,4142,國光生,09/04,17.55,-0.05,-0.28,2026,年,0,0,0,,0,,0,0,,,
1336,4147,中裕,09/04,63.6,+0.4,+0.63,2026,年,0,0,0,,0,,0,0,,,
1337,4153,鈺緯,09/04,32.6,+0.2,+0.62,2026,年,2,0,2,32.35,6.18,,0,6.18,'26/06/12,,'26/07/10
1338,4154,樂威科-KY,09/04,12.5,0,0,2026,年,0,0,0,,0,,0,0,,,
1339,4155,訊映,09/04,14.45,+0.15,+1.05,2026,年,0.3,0,0.3,14.45,2.08,,0,2.08,,,
1340,4157,太景*-KY,09/04,8.75,0,0,2026,年,0,0,0,,0,,0,0,,,
1341,4160,訊聯基因,09/04,39.4,-0.3,-0.76,2026,年,0,0.496,0.496,,0,39.4,1.26,1.26,,'26/09/09,
1342,4162,智擎,09/04,57.8,0,0,2026,年,2,0,2,62.1,3.22,,0,3.22,'26/08/17,,'26/09/04
1343,4163,鐿鈦,09/04,137,-2,-1.44,2026,年,3.5,0,3.5,108,3.24,,0,3.24,'26/03/23,,'26/04/17
1344,4164,承業醫,09/04,26.15,+0.15,+0.58,2026,年,1.108,0,1.108,29.6,3.74,,0,3.74,'26/06/29,,'26/07/21
1345,4166,友霖,09/04,25.2,+0.45,+1.82,2026,年,0,0,0,,0,,0,0,,,
1346,4167,松瑞藥,09/04,19.15,+0.15,+0.79,2026,年,0.805,0.68,1.485,20.4,3.94,20.4,3.33,7.28,'26/07/28,'26/07/28,'26/08/31
1347,4168,醣聯,09/04,22.1,-0.2,-0.9,2026,年,0,0,0,,0,,0,0,,,
1348,4169,泰宗,09/04,150.5,0,0,2026,年,0.32,0,0.32,252,0.13,,0,0.13,'26/07/20,,'26/08/14
1349,4171,瑞基,09/04,16.8,0,0,2026,年,0,0,0,,0,,0,0,,,
1350,4173,久裕,09/04,17.15,-0.1,-0.58,2026,年,1.04,0,1.04,20.5,5.07,,0,5.07,'26/04/16,,'26/05/14
1351,4174,浩鼎,09/04,25.05,+0.45,+1.83,2026,年,0,0,0,,0,,0,0,,,
1352,4175,杏一,09/04,51.8,+0.2,+0.39,2026,年,3,0,3,53.5,5.61,,0,5.61,'26/07/07,,'26/07/31
1353,4178,永笙-KY,09/04,16.9,+0.3,+1.81,2026,年,0,0,0,,0,,0,0,,,
1354,4183,福永生技,09/04,14.2,+0.2,+1.43,2026,年,0,0,0,,0,,0,0,,,
1355,4188,安克,09/04,14.45,+0.4,+2.85,2026,年,0,0,0,,0,,0,0,,,
1356,4190,佐登-KY,09/04,25.95,+0.15,+0.58,2026,年,0.5,0,0.5,25.5,1.96,,0,1.96,'26/08/04,,'26/08/28
1357,4192,杏國,09/04,18.9,+0.4,+2.16,2026,年,0,0,0,,0,,0,0,,,
1358,4195,基米-創,09/04,13.75,-0.2,-1.43,2026,年,0,0,0,,0,,0,0,,,
1359,4198,欣大健康,09/04,48.5,+1.7,+3.63,2026,年,0,0,0,,0,,0,0,,,
1360,4207,環泰,09/04,20.5,+0.15,+0.74,2026,年,1.2,0,1.2,19.7,6.09,,0,6.09,'26/04/08,,'26/05/08
1361,4304,勝昱,09/04,19.15,-0.45,-2.3,2026,年,0,0,0,,0,,0,0,,,
1362,4305,世坤,09/04,43.9,+0.5,+1.15,2026,年,3.1,0,3.1,45.95,6.75,,0,6.75,'26/07/01,,'26/07/28
1363,4401,東隆興,09/04,14.2,+0.1,+0.71,2026,年,0.6,0,0.6,14.1,4.26,,0,4.26,'26/07/30,,'26/08/31
1364,4402,郡都開發,09/04,14.85,0,0,2026,年,0,0,0,,0,,0,0,,,
1365,4406,新昕纖,09/04,9.9,0,0,2026,年,0,0,0,,0,,0,0,,,
1366,4413,飛寶企業,09/04,19.7,-0.3,-1.5,2026,年,0.3,0,0.3,14.9,2.01,,0,2.01,'26/07/16,,'26/08/12
1367,4414,如興,09/04,8.22,+0.03,+0.37,2026,年,0.01,0.1,0.11,8.22,0.12,8.22,1.22,1.34,,,
1368,4416,三圓,09/04,12.75,+0.35,+2.82,2026,年,0,0,0,,0,,0,0,,,
1369,4417,金洲,09/04,47.1,+0.1,+0.21,2026,年,3.5,0,3.5,48.05,7.28,,0,7.28,'26/07/13,,'26/07/31
1370,4419,皇家美食,09/04,48.35,+1.6,+3.42,2026,年,0,0,0,,0,,0,0,,,
1371,4420,光明,09/04,38.55,+0.45,+1.18,2026,半年,5,0,5,38.55,11.4,,0,11.4,'26/09/17,,'26/10/19
1372,4426,利勤,09/04,7.57,-0.01,-0.13,2026,年,0,0,0,,0,,0,0,,,
1373,4430,耀億,09/04,17.7,+0.05,+0.28,2026,年,0.5,0,0.5,19,2.63,,0,2.63,'26/08/21,,'26/09/11
1374,4432,銘旺實,09/04,15.9,+0.3,+1.92,2026,年,0.4,0,0.4,16.55,2.42,,0,2.42,'26/08/17,,'26/09/10
1375,4433,興采,09/04,18.7,-0.1,-0.53,2026,年,1,0,1,21.2,4.72,,0,4.72,'26/07/09,,'26/07/30
1376,4438,廣越,09/04,58.3,+0.1,+0.17,2026,年,2.3,0,2.3,60.8,3.78,,0,3.78,'26/09/02,,'26/09/23
1377,4439,冠星-KY,09/04,96.2,0,0,2026,年,4.053,0,4.053,107.5,3.77,,0,3.77,'26/07/16,,'26/08/14
1378,4440,宜新實業,09/04,17.75,+0.2,+1.14,2026,年,1,0,1,18.35,5.45,,0,5.45,'26/03/19,,'26/04/24
